;content;design;functionalitate;livrare_ambalaj;calitate_pret;satisfactie_generala
116;se deschide destul de greu nu se poate pune problema sa cada singura de la mana.   partea metalica cam te trage de par la unele miscari dar cu putina grija si un patent se poate indeparta.   eu sunt multumit de ea se poate folosi ca simplu cablu de incarcat sau cablu de date.;1.0;0;0;0.0;1
117;foarte bun! iti faci treaba cu el.;0.0;0;0;0.0;1
118;un produs ok, consider ca dureaza cam mult incarcarea bateriei si este cam grea.;1.0;0;0;0.0;1
119;buna!! credeti ca poate suna dimineata, daca e conectata la un dispozitiv??;0.0;0;0;0.0;0
120;e foarte practic, arata bine, sunt multumit de el. vine la pachet cu un cablu de alimentare, pe care de cate ori l-am folosit imi incinge incarcatoarele;1.0;1;0;0.0;1
121;un card bun si fiabil. viteza decenta.;0.0;1;0;0.0;1
122;calitate buna, ramane de vazut cum se comporta in timp.;0.0;0;0;0.0;1
123;am primit produsul fara cureaua ce se ataseaza la aparat. as dori sa mi-o trimiteti deoarece imi este necesara. produsul era sosit la punctul de ridicare de 3 zile dar eu nu primisem nici un mesaj pe telefon. sony nu se dezminte, ramane un produs de calitate. sunet puternic, bas minunat, aparat mic, usor portabil. recomand.;1.0;1;1;0.0;1
124;salutare, am cumparat boxa de 1 saptamana si as vrea sa spun ca sunt multumit de ea, bass-ul este bun, face fata intr-o casa de dimensiuni medii fara probleme, la volum maxim isi pierde din bass, cum de altfel este normal, insa claritatea sunetului ramane perfecta. merita precizat faptul ca pentru o calitate audio buna, boxa trebuie orientata mereu cu fata catre cel care asculta (nu este 360). am folosit-o de cateva ori si in masina (din curiozitate) si ma ramas putin dezamagit, la volum maxim parca nu facea fata;0.0;1;0;0.0;1
125;am un sony xperia z3+, care are o baterie de 2930 mah.  am incarcat telefonul de la 1%.  s-a incarcat de 2 ori full, si a 3-a oara 40%.  rezulta ca asus zen power10050 mah are in realitate 7032 mah.  in rest totul ok, design frumos, arintiu, carcasa metalica.  conform specificatiilor din manualul produsului, asus-ul se incarca intre 6-9 ore, si este specificat ca atat acumulatorul asus cat si dispozitivul care se incarca de la asus sa fie facute cu cablul sau propriu(cel cu care vine in pachet pt ca asa e cel mai bine!;1.0;1;0;0.0;0
126;raportul calitate/pret ok, recomand;0.0;0;0;1.0;1
127;aceasta baterie merita folosita. recomand;0.0;1;0;0.0;1
128;ma ajuta sa imi incarc un iphone xsmax de 3 ori, dar e cam grea.;1.0;1;0;0.0;0
129;raport calitate-pret bun. am folosit-o de cateva ori si am ajuns la urmatoarele concluzii. poate incarca un telefon cu baterie 3000 mah de 2 ori, maxim 3 (daca incarci smartphone ul de la 35 % fara sa-l folosesti in timpul acela). eu am prins pretul redus la 60 lei. pentru situatii de urgenta este buna. ce m-a dezamagit pe mine este timpul de incarcare al bateriei externe pana la 100%. dureaza aproximativ 11-12 ore. din acest punct de vedere ar fi un minus, dar fiind de capacitate mare, presupun ca nu ar fi o problema majora. iar capacitatea reala, ca la orice baterie externa, nu este de 100%. sunt niste pierderi de curent, din pacate sau din fericire.  este de mare ajutor pentru cei care nu cer prea mult. de asemenea, functia de lanterna /lampa este binevenita.  pentru aceasta zona de pret este o alegere buna, din punctul meu de vedere. insa, fiecare are punctul lui de vedere.;0.0;1;0;1.0;1
130;raportul calitate pret este bun. recomand.;0.0;0;0;1.0;1
131;un raport pret/calitate foarte bun. este foarte bine construit cu materiale de calitate. microfonul functioneaza pe distante foarte mari si nu are nici o problema atunci cand vorbesti din camera de alaturi. este considerat drept boxa monitor asa ca sa nu te astepti la un bass foarte bun, in schimb calitatea sunetului este excelenta atunci cand sursa este una adecvata. bateria tine destul de mult chiar si in conditii de temperatura de sub 0 grade. functia de radio este departe de a fi buna datorita lipsei unei antene. personal recomand acest produs celor care nu au pretentii de bass profund si vor un volum puternic ce va umple cu sunet de calitate chiar si o camera de 50 de metrii patrati;1.0;1;0;1.0;0
132;este buna, dar cum are acces la frig nu mai incarca deloc si trebuie sa ai grija;0.0;0;0;0.0;1
133;bateria se dovedeste a fi ceea ce ar trebui sa fie, o baterie, desi telefonul la care o folosesc, bb q10, are display mai mic, cand este folosit intens si mai ales pe jocuri se descarca ca orice baterie si anume repede dar sunt multumit cand il folosesc pentru ceea ce a fost conceput un telefon si ceva internet bateria duce la 2 zile e ok dar nu extraordinar.;0.0;1;0;0.0;1
134;este foarte buna raport calitate/pret;0.0;0;0;1.0;0
135;foarte buna. incarca repede. de retinut orice baterie externa cu cat o reincarci de mai multe ori din atat se duce mai repede durata de viata.-asa scrie in carticica ei-;0.0;1;0;0.0;1
136;se aud tare si frumos. reda la calitate buna muzica sau alte materiale audio. toata gama de frecvente uzuale din audio este redata ok. functioneaza si cu un card micro sd pe care puteti pune muzica in format mp3. are pe langa bluetooth si intrare auxiliara. carcasa construita din aluminiu. nu este rezistenta la apa. nu are agatatoare de care poate fi atarnata. mica dar solid construita, destul de grea pentru dimensiunea ei.;1.0;1;0;0.0;0
137;"se misca excelent, bateria tine 2-3 zile. nu vine cu intructiuni de folosire... iar uneori se deconecteaza de la telefon si suna alarma de ""telefon uitat"" desi is amandoua langa mine (sau pe masa unul langa altu). are g sensor ceea ce il face ca atunci cand ridici mana se te uiti la ceas se aprinde automat, nu fiind necesar sa atingi ceasul. 4 stele din cauza alarmei antipierdere (dezactivat-o ca suna si noaptea:( )";1.0;1;0;0.0;0
138;incarca cam greu dar isi face treaba.  dimensiuni cam mari... se poate utiliza pt. autoaparare, chiar si impotriva cainilor agresivi datorita lanternei incorporate.  recomand achizitionarea unui rucsac pentru transport!;1.0;1;0;0.0;0
139;pro: are un sunet foarte decent.  con: nu are cablu plat, ca si pe poze. se strica usor cablul dupa o jumatate de an (este adevarat pentru cam fiecare casti in-ear sub200 ron, totusi, sa nu asteptati o viata lunga de ele).;1.0;1;0;0.0;0
140;cablul in 2 luni a cedat, in rest totul ok.  se incarca in 4, 5 ore full.;1.0;1;0;0.0;1
141;calitate ok, nu este fast charge, dar incarca bine. este bun daca nu mai vrei sa folosesti mufa de incarcare a telefonului.;1.0;1;0;0.0;0
142;o boxa mica care suna foarte bine si tare;1.0;1;0;0.0;0
143;se aude bine, avand in vedere dimensiunile. sper sa fie fiabil...;0.0;1;0;0.0;0
144;produsul este bun.;0.0;0;0;0.0;1
145;destul de ok. se aude bine.  bateria pare ca tine destul.  intrarile sunt ok, insa ma asteptam si la un jack 3.5.;0.0;1;0;0.0;1
146;partea buna este ca se aude foarte bine, si spre deosebire de alte boxe portabile ce le-am avut are egalizator in aplicatia de telefon din care se pot regla bas, medii si inalte.  pe de alta parte nu mi se pare ca are chiar asa mult bas cum se lauda.  bateria tine mult fara lumini, daca le aprinzi, mai ales toate (banda led si strobo) atunci chiar si la volum mediu nu tine foarte mult.  arata bestial intr-o camera intunecata cu luminile pornite. ce ar mai fi de mentionat e ca nu cred ca luminile sunt sincronizate cu melodia. se pot alege anumite preseturi din aplicatia de telefon.  cateva imagini din aplicatie atasate.;1.0;1;0;0.0;0
147;am purtat o un an scolar raportul calitate pret este excelent, abia astept sa fac cunostinta cu mi band 3. recomand;0.0;0;0;1.0;1
148;se aude foarte bine si tare pentru marimea lor. bateria tine cam 4 ore. cand ai mai multe deviceuri si schimbi de pe unul pe altu pierzi mai mult timp incercand sa conectezi boxa dar nici nu pretinde ca se conecteaza la mai multe deviceuri de-odata deci nu e o problema cu boxa in sine.;0.0;1;0;0.0;1
149;e ok.. incarca destul de repede.;0.0;1;0;0.0;1
150;tableta este ok,   chiar daca e budget(fata de pro) este ok isi face treaba bine   4 stele ii dau ca vine cu incarcator priza us dar cei de la emag ofera in pachet adaptor.;0.0;1;0;1.0;1
151;un ceas bun pt a avea contact cu copilul. localizarea cam inexacta.;0.0;1;0;0.0;1
152;bun elegant   singura chestie e la monitorizarea ritmului cardiac... cateodata dureaza mult pana da rezul tatul si de multe ori da rateu;1.0;1;0;0.0;1
153;super cablu. lung si cu protectie din plasa de plastic. cam abraziva dar destul de elegant. mufele arata foarte bine si par bine facute.;1.0;1;0;0.0;1
154;multumita de el isi merita toti banii;0.0;0;0;1.0;1
155;dupa o saptamana de folosire, pot sa zic ca este cu precadere o jucarie urbana. te ajuta sa te pui in miscare, mai ales daca ai job de birou. la turele de mountain bike insa, e mai greu cu connected gps, de aceea prefer sa le contorizez cu alta aplicatie. asa ca eu combin fitbit-ul cu strava si fitness pal. se impaca destul de bine. per total, imi place, desi pretul e destul de ridicat.;1.0;1;0;1.0;1
156;pret destul de mare, insa calitatea este foarte ok. daca nu aveti si protectia pentru spate o sa para ca este mai mare decat tableta.;0.0;0;0;1.0;1
157;il am de 1 luna zile si e ok il folosesc pentru a preincalzi cu un calorifer pe ulei o cabana. raspunde la comenzi de la distanta.;0.0;1;0;0.0;1
158;nu are 3g / 4g...  in rest este ok.;1.0;0;0;0.0;1
159;frumos. arata bine.;1.0;0;0;0.0;0
160;multumit!;0.0;0;0;0.0;1
161;constructie robusta. calitate acceptabila pentru pretul lor. le folosesc de peste 3 luni.;1.0;1;0;1.0;0
162;pret oke si calitate perfect;0.0;0;0;1.0;1
163;se prinde bine, tine bine telefonul dar e putin scurt bratul si trebuie sa ma intind sa ajung la el- tine de preferinte.;0.0;1;0;0.0;0
164;castile se aud foarte bine pentru pretul lor, dar am avut ghinionul ca dupa mai putin de o luna sa trag de ele din greseala si am smuls cablul din mufa. stau bine in ureche si sunt comode.;1.0;1;0;1.0;0
165;raport calitate / pret este bun pentru chestii nu foarte complicate gen citit, jocuri sau social media.;0.0;1;0;1.0;0
166;timpul de reincarcare este mai mare de 6 ore. (5v,2a). posibilitatea de a reincarca de 2 ori telefonul. finisaje ok. un pic cam greu dar compenseaza cu marimea redusa. recomand;1.0;0;0;0.0;1
167;salutare. am achizitionat si eu acest ceas la oferta( dupa ce citisem zeci de review-uri). da, arata premium. distanta de conectivitate cu telefonul? slab!!! (detin un huawei p9). daca te afli la mai mult de 3-4 metri, aleluia, ai pierdut conexiunea. uneori da rateuri la notificari(cu telefonul in buzunar). nu va asteptati la un ceas sper smart, ci mai degraba la un ceas-good looking, cu cateva chestii smart. imi place ca si romanii fac totusi ceva de calitate(e un conceput de o echipa de romani), bravooo!!;1.0;1;0;0.0;1
168;eu sunt multumit. am luat produsul resigilat, care arata ca si nou, la un pret bun. incarca iphone 6s de trei ori...;0.0;1;0;1.0;1
169;raport calitate pret f bun!;0.0;0;0;1.0;0
170;nu ma da pe spate.  o boxa ca oricare alta...  este o boxa bose mediocra... nu poti spune ca este din gama high class.  evident si pretul pe masura.  o pot compara cu 1 boxa sonny din linkul urmator   www.emag.ro/boxa-portabila-sony-srsxb31b-extra-bass-live-sound-bluetooth-nfc-wi-fi-wireless-party-chain-party-booster-rezistenta-la-apa-efect-de-lumini-negru-srsxb31b-ce7/pd/db8h1fbbm/    cred ca sonny este peste bose cu mult la capitolul boxe portabile, din puntul meu de vedere.  nu pot spune ca bose este o companie slaba dar poate uimesc produsele lor la alta calitate si functionabilitate.  pro:  design placut  utilitate  se conecteaza repede cu orice dispozitiv.  contra:  sunetul este slab.  doar bassul este peste  inalte slab...  la volum maxim devine'' galagioasa'' nu mai are claritate.;1.0;1;0;0.0;1
171;per ansamblu, un pret bun pentru calitatea oferita. cu toate acestea, sunt unele momente in care lasa impresia ca se ineaca si sunetul se pierde pentru 1-2 secunde.   deocamdata, functioneaza de 5 ore si nu a fost necesara reincarcarea.;0.0;1;0;1.0;0
172;e bun . singura chestie e greutatea care e un pic mare;1.0;0;0;0.0;1
173;bateriile raport calitate/pret decente aparent bine construite dintr-un plastic calitativ cu insertii pana cand apesi pe butonul de pornire/oprite care e badaran greu de apasat si produce un zgomot mult prea mare. functia de incarcare rapida este mai lenta cu aproximativ 10 minute mai lenta decat ceea de la priza decent. cel mai mare dezavantaj la cea de 20000 este durata de de reincarcarea a acumulatorului in sine aproximativ 12 ore pana la incarcarea completa cea de 5000 undeva intre 3-4 ore.;1.0;1;0;1.0;0
174;incarca un pic cam greu, nu asa cum este in anunt  in rest nu am comentarii negative, a venit sigilat, fara alte probleme! recomand produsul, doar sa aveti un pic rabdare la incarcarea telefonului.  aspect frumos si cat este telefonul la incarcat, vedere de ansamblu al telefonului.;1.0;1;0;0.0;1
175;nu se potriveste la fix, trebuie pus putin mai spre margine din cauza gaurii pentru camera nepozitionata bine, dar in rest e ok.;1.0;0;0;0.0;1
176;capacelul de la mufa usb se rupe usor   si bratara la un timp slabete si nu mai sta pe mana in timpul alergari   nu are calculator;1.0;0;0;0.0;0
177;dimensiune conteaza. e mai mic si de capacitate mai mare decat cel pe care l-am achizotionat acum 6 luni, pretul e mai mic, deci.. recomand cu incredere! an dat 4 stele doar pentru carcasa exterioara care e prea fina si din plastic destul de moale care se zgarie usor iar pe negru se vede tot. e o piesa pe care o misti de colo-colo, o transporti peste tot deci trebuie sa fie rezistenta.;1.0;0;0;1.0;1
178;produs comandat in data de 17.11ajuns in data de 27.11 la oficiul postal dorit.  lasand la o parte lunga perioade de asteptare pentru ca produsul sa imi ajunga, vreau sa va spun cateva despre acesta:    -cutia in care vine bateria este destul de interesanta, contine cablu usb, eu am luat varianta pe alb, cablul fiind de aceeasi culoare.  -bateria a venit incarcata 85%, am incarcat un iphone 7 de la 25% pana la 100% in ~1h 50 min, procentul bateriei scazand pana la 45%, lucru care ma ingrijoreaza putin avand in vedere bateria de 1970 mah a telefonului.  -cablul usb nu face probleme, nu este intrerupt, totul este ok.    voi reveni cu un edit maine, dupa ce o sa incerc bateria complet, sa vad ce poate.;1.0;1;1;0.0;0
179;cablul este original si isi indeplineste functiile, adica incarcare, sincronizare, transfer... pana nu schimba apple standardul din nou, e bine de avut prin casa...;1.0;1;0;0.0;0
180;per total acest smartwatch este unul bun tinand cont de pretul lui si de faptul ca il poti folosi cand conduci, cand e frig, ninge, ploua si cand tii umbrela cu o mana sau oricand nu ai cum sa scoti ditamai telefonul din buzunar.  * pro:  1. arata bine si are un design placut  2. vine cu folie de protectie  3. cureaua e dintr-un silicon fin iar carcasa din metal  4. se incarca foarte repede cu un incarcator normal aprox 50 min (in pachet gasim doar cablu usb)  5. touchscreen-ul raspunde bine iar sunetul in convorbire e ok  6. are sensor de miscare la pretul asta (folositor la pedometru, sleep monitor)  7. prin intermediul aplicatiei bluetooth notification afiseaza in timp real notificarile, agenda, mesajele, apelurile pierdute/primite, poti apela sau raspunde si poti accesa camera sau mp3 playerul.  * contra:  1. rezolutia ecranului cam mica  2. bluetouth-ul are o raza de actiune reala de doar 5-6 metri (nu 10 cat scrie pe cutie)  3. are un sunet deranjant atunci cand folosesti tastele senzitive  4. cand asculti muzica prin bt volumul este unul foarte mic si se intrerupe daca misti mult telefonul  5. bateria nu tine mult cam o zi maxim in conditii de utilizare mixta (niste setari, apeluri, notificari si apoi mai mult stand by)  6. cand aleg una din cele 2 teme de afisare a ceasului digital ora ramane inghetata la deblocare (trebuie sa intru in meniu apoi sa ies ca sa se actualizeze ora. noroc ca temele analogice afiseaza ora in timp real)  7. cand raspund la telefon am aceeasi problema ca si alti interlocutori si anume mi se aude in ceas nu in telefon desi microfonul activ e cel al telefonului.;1.0;1;0;1.0;0
