;content;design
130;raportul calitate pret este bun. recomand.;0
131;un raport pret/calitate foarte bun. este foarte bine construit cu materiale de calitate. microfonul functioneaza pe distante foarte mari si nu are nici o problema atunci cand vorbesti din camera de alaturi. este considerat drept boxa monitor asa ca sa nu te astepti la un bass foarte bun, in schimb calitatea sunetului este excelenta atunci cand sursa este una adecvata. bateria tine destul de mult chiar si in conditii de temperatura de sub 0 grade. functia de radio este departe de a fi buna datorita lipsei unei antene. personal recomand acest produs celor care nu au pretentii de bass profund si vor un volum puternic ce va umple cu sunet de calitate chiar si o camera de 50 de metrii patrati;2
132;este buna, dar cum are acces la frig nu mai incarca deloc si trebuie sa ai grija;0
133;bateria se dovedeste a fi ceea ce ar trebui sa fie, o baterie, desi telefonul la care o folosesc, bb q10, are display mai mic, cand este folosit intens si mai ales pe jocuri se descarca ca orice baterie si anume repede dar sunt multumit cand il folosesc pentru ceea ce a fost conceput un telefon si ceva internet bateria duce la 2 zile e ok dar nu extraordinar.;0
134;este foarte buna raport calitate/pret;0
135;foarte buna. incarca repede. de retinut orice baterie externa cu cat o reincarci de mai multe ori din atat se duce mai repede durata de viata.-asa scrie in carticica ei-;0
136;se aud tare si frumos. reda la calitate buna muzica sau alte materiale audio. toata gama de frecvente uzuale din audio este redata ok. functioneaza si cu un card micro sd pe care puteti pune muzica in format mp3. are pe langa bluetooth si intrare auxiliara. carcasa construita din aluminiu. nu este rezistenta la apa. nu are agatatoare de care poate fi atarnata. mica dar solid construita, destul de grea pentru dimensiunea ei.;2
137;"se misca excelent, bateria tine 2-3 zile. nu vine cu intructiuni de folosire... iar uneori se deconecteaza de la telefon si suna alarma de ""telefon uitat"" desi is amandoua langa mine (sau pe masa unul langa altu). are g sensor ceea ce il face ca atunci cand ridici mana se te uiti la ceas se aprinde automat, nu fiind necesar sa atingi ceasul. 4 stele din cauza alarmei antipierdere (dezactivat-o ca suna si noaptea:( )";0
138;incarca cam greu dar isi face treaba.  dimensiuni cam mari... se poate utiliza pt. autoaparare, chiar si impotriva cainilor agresivi datorita lanternei incorporate.  recomand achizitionarea unui rucsac pentru transport!;1
139;pro: are un sunet foarte decent.  con: nu are cablu plat, ca si pe poze. se strica usor cablul dupa o jumatate de an (este adevarat pentru cam fiecare casti in-ear sub200 ron, totusi, sa nu asteptati o viata lunga de ele).;0
140;cablul in 2 luni a cedat, in rest totul ok.  se incarca in 4, 5 ore full.;0
141;calitate ok, nu este fast charge, dar incarca bine. este bun daca nu mai vrei sa folosesti mufa de incarcare a telefonului.;0
142;o boxa mica care suna foarte bine si tare;0
143;se aude bine, avand in vedere dimensiunile. sper sa fie fiabil...;0
144;produsul este bun.;0
145;destul de ok. se aude bine.  bateria pare ca tine destul.  intrarile sunt ok, insa ma asteptam si la un jack 3.5.;0
146;partea buna este ca se aude foarte bine, si spre deosebire de alte boxe portabile ce le-am avut are egalizator in aplicatia de telefon din care se pot regla bas, medii si inalte.  pe de alta parte nu mi se pare ca are chiar asa mult bas cum se lauda.  bateria tine mult fara lumini, daca le aprinzi, mai ales toate (banda led si strobo) atunci chiar si la volum mediu nu tine foarte mult.  arata bestial intr-o camera intunecata cu luminile pornite. ce ar mai fi de mentionat e ca nu cred ca luminile sunt sincronizate cu melodia. se pot alege anumite preseturi din aplicatia de telefon.  cateva imagini din aplicatie atasate.;2
147;am purtat o un an scolar raportul calitate pret este excelent, abia astept sa fac cunostinta cu mi band 3. recomand;0
148;se aude foarte bine si tare pentru marimea lor. bateria tine cam 4 ore. cand ai mai multe deviceuri si schimbi de pe unul pe altu pierzi mai mult timp incercand sa conectezi boxa dar nici nu pretinde ca se conecteaza la mai multe deviceuri de-odata deci nu e o problema cu boxa in sine.;0
149;e ok.. incarca destul de repede.;0
150;tableta este ok,   chiar daca e “budget” (fata de pro) este ok isi face treaba bine   4 stele ii dau ca vine cu incarcator priza us dar cei de la emag ofera in pachet adaptor.;0
151;un ceas bun pt a avea contact cu copilul. localizarea cam inexacta.;0
152;"bun elegant   singura chestie e la monitorizarea ritmului cardiac... cateodata dureaza mult pana da rezul; tatul si de multe ori da rateu";0
153;super cablu. lung si cu protectie din plasa de plastic. cam abraziva dar destul de elegant. mufele arata foarte bine si par bine facute.;2
154;multumita de el isi merita toti banii;0
155;dupa o saptamana de folosire, pot sa zic ca este cu precadere o jucarie urbana. te ajuta sa te pui in miscare, mai ales daca ai job de birou. la turele de mountain bike insa, e mai greu cu connected gps, de aceea prefer sa le contorizez cu alta aplicatie. asa ca eu combin fitbit-ul cu strava si fitness pal. se impaca destul de bine. per total, imi place, desi pretul e destul de ridicat.;0
156;pret destul de mare, insa calitatea este foarte ok. daca nu aveti si protectia pentru spate o sa para ca este mai mare decat tableta.;0
157;il am de 1 luna zile si e ok il folosesc pentru a preincalzi cu un calorifer pe ulei o cabana. raspunde la comenzi de la distanta.;0
158;nu are 3g / 4g...  in rest este ok.;0
159;frumos. arata bine.;2
160;multumit!;0
161;constructie robusta. calitate acceptabila pentru pretul lor. le folosesc de peste 3 luni.;2
162;prec oke si calitate perfect;0
163;se prinde bine, tine bine telefonul dar e putin scurt bratul si trebuie sa ma intind sa ajung la el- tine de preferinte.;0
164;castile se aud foarte bine pentru pretul lor, dar am avut ghinionul ca dupa mai putin de o luna sa trag de ele din greseala si am smuls cablul din mufa. stau bine in ureche si sunt comode.;2
165;raport calitate / pret este bun pentru chestii nu foarte complicate gen citit, jocuri sau social media.;0
166;timpul de reincarcare este mai mare de 6 ore. (5v,2a). posibilitatea de a reincarca de 2 ori telefonul. finisaje ok. un pic cam greu dar compenseaza cu marimea redusa. recomand;2
167;salutare. am achizitionat si eu acest ceas la oferta( dupa ce citisem zeci de review-uri). da, arata premium. distanta de conectivitate cu telefonul? slab!!! (detin un huawei p9). daca te afli la mai mult de 3-4 metri, aleluia, ai pierdut conexiunea. uneori da rateuri la notificari(cu telefonul in buzunar). nu va asteptati la un ceas sper smart, ci mai degraba la un ceas-good looking, cu cateva chestii smart. imi place ca si romanii fac totusi ceva de calitate(e un conceput de o echipa de romani), bravooo!!;2
168;eu sunt multumit. am luat produsul resigilat, care arata ca si nou, la un pret bun. incarca iphone 6s de trei ori...;0
169;raport calitate pret f bun!;0
170;nu ma da pe spate.  o boxa ca oricare alta...  este o boxa bose mediocra... nu poti spune ca este din gama high class.  evident si pretul pe masura.  o pot compara cu 1 boxa sonny din linkul urmator   www.emag.ro/boxa-portabila-sony-srsxb31b-extra-bass-live-sound-bluetooth-nfc-wi-fi-wireless-party-chain-party-booster-rezistenta-la-apa-efect-de-lumini-negru-srsxb31b-ce7/pd/db8h1fbbm/    cred ca sonny este peste bose cu mult la capitolul boxe portabile, din puntul meu de vedere.  nu pot spune ca bose este o companie slaba dar poate uimesc produsele lor la alta calitate si functionabilitate.  pro:  design placut  utilitate  se conecteaza repede cu orice dispozitiv.  contra:  sunetul este slab.  doar bassul este peste  inalte slab...  la volum maxim devine'' galagioasa'' nu mai are claritate.;2
171;per ansamblu, un pret bun pentru calitatea oferita. cu toate acestea, sunt unele momente in care lasa impresia ca se ineaca si sunetul se pierde pentru 1-2 secunde.   deocamdata, functioneaza de 5 ore si nu a fost necesara reincarcarea.;0
172;e bun . singura chestie e greutatea care e un pic mare;0
173;bateriile raport calitate/pret decente aparent bine construite dintr-un plastic calitativ cu insertii pana cand apesi pe butonul de pornire/oprite care e badaran greu de apasat si produce un zgomot mult prea mare. functia de incarcare rapida este mai lenta cu aproximativ 10 minute mai lenta decat ceea de la priza decent. cel mai mare dezavantaj la cea de 20000 este durata de de reincarcarea a acumulatorului in sine aproximativ 12 ore pana la incarcarea completa cea de 5000 undeva intre 3-4 ore.;2
174;incarca un pic cam greu, nu asa cum este in anunt  in rest nu am comentarii negative, a venit sigilat, fara alte probleme! recomand produsul, doar sa aveti un pic rabdare la incarcarea telefonului.  aspect frumos si cat este telefonul la incarcat, vedere de ansamblu al telefonului.;2
175;nu se potriveste la fix, trebuie pus putin mai spre margine din cauza gaurii pentru camera nepozitionata bine, dar in rest e ok.;1
176;capacelul de la mufa usb se rupe usor   si bratara la un timp slabete si nu mai sta pe mana in timpul alergari   nu are calculator;1
177;dimensiune conteaza. e mai mic si de capacitate mai mare decat cel pe care l-am achizotionat acum 6 luni, pretul e mai mic, deci.. recomand cu incredere! an dat 4 stele doar pentru carcasa exterioara care e prea fina si din plastic destul de moale care se zgarie usor iar pe negru se vede tot. e o piesa pe care o misti de colo-colo, o transporti peste tot deci trebuie sa fie rezistenta.;1
178;produs comandat in data de 17.11ajuns in data de 27.11 la oficiul postal dorit.  lasand la o parte lunga perioade de asteptare pentru ca produsul sa imi ajunga, vreau sa va spun cateva despre acesta:    -cutia in care vine bateria este destul de interesanta, contine cablu usb, eu am luat varianta pe alb, cablul fiind de aceeasi culoare.  -bateria a venit incarcata 85%, am incarcat un iphone 7 de la 25% pana la 100% in ~1h 50 min, procentul bateriei scazand pana la 45%, lucru care ma ingrijoreaza putin avand in vedere bateria de 1970 mah a telefonului.  -cablul usb nu face probleme, nu este intrerupt, totul este ok.    voi reveni cu un edit maine, dupa ce o sa incerc bateria complet, sa vad ce poate.;0
179;cablul este original si isi indeplineste functiile, adica incarcare, sincronizare, transfer... pana nu schimba apple standardul din nou, e bine de avut prin casa...;2
180;"per total acest smartwatch este unul bun tinand cont de pretul lui si de faptul ca il poti folosi cand conduci, cand e frig, ninge, ploua si cand tii umbrela cu o mana; sau oricand nu ai cum sa scoti ditamai telefonul din buzunar.  * pro:  1. arata bine si are un design placut;  2. vine cu folie de protectie;  3. cureaua e dintr-un silicon fin iar carcasa din metal;  4. se incarca foarte repede cu un incarcator normal aprox 50 min (in pachet gasim doar cablu usb);  5. touchscreen-ul raspunde bine iar sunetul in convorbire e ok;  6. are sensor de miscare la pretul asta (folositor la pedometru, sleep monitor);  7. prin intermediul aplicatiei bluetooth notification afiseaza in timp real notificarile, agenda, mesajele, apelurile pierdute/primite, poti apela sau raspunde si poti accesa camera sau mp3 playerul.  * contra:  1. rezolutia ecranului cam mica;  2. bluetouth-ul are o raza de actiune reala de doar 5-6 metri (nu 10 cat scrie pe cutie);  3. are un sunet deranjant atunci cand folosesti tastele senzitive;  4. cand asculti muzica prin bt volumul este unul foarte mic si se intrerupe daca misti mult telefonul;  5. bateria nu tine mult; cam o zi maxim in conditii de utilizare mixta (niste setari, apeluri, notificari si apoi mai mult stand by);  6. cand aleg una din cele 2 teme de afisare a ceasului digital ora ramane inghetata la deblocare (trebuie sa intru in meniu apoi sa ies ca sa se actualizeze ora. noroc ca temele analogice afiseaza ora in timp real);  7. cand raspund la telefon am aceeasi problema ca si alti interlocutori si anume mi se aude in ceas nu in telefon desi microfonul activ e cel al telefonului.";2
181;este ok ca si raport calitate/pret. se aude bine ca si redare sunet. nu distorsioneaza semnalul audio la volum maxim. singura problema ar fi la butoanele de volum care se confunda la atingere cu cele de schimbare a melodiei (cum se atinge butonul, cum se schimba melodia chiar daca tu vrei sa dai mai tare sau mai incet prin atingere prelungita).;0
182;ok, calitate-pret;0
183;se ridica la nivelul. asteptarilor, multumit de raportul calitate pret, recomand.;0
184;este un produs bun!;0
185;bratara e ok, iti arata pulsul, nivelul de stres, numarul de pasi.   in cazul in care ai diferite tipuri de activitati, trebuie setate manual, nu le selecteaza automat.;0
186;foarte util in calatorii;0
187;mic compact si util, are putere destula sa faci chef in camera, desi ii lipseste basul;2
188;cam figurant la formatari! nu e atat de rapid pe cat scrie pe el!;0
189;claritatea sunetului excelenta chiar si la volum maxim.;0
190;bratara excelenta problema e ca soseste cu instructiuni doar in limba engleza;0
191;este a treia casca plantronics pe care o am, dupa un m50 si un m70. acelea m-au dezamagit din cauza pretului mare si a calitatii proaste a convorbirii, si au costat cam 160-180 lei. asa ca cu inima indoita am ales sa cumpar casca asta, era la reducere la 200 lei. am ales-o pentru ca foloseste bt ver 4 si hd voice.   pro: claritate si calitate buna cand 4g e activ si poate folosi hd voice. e comoda in ureche, ca si predecesoarele. se poate raspunde sau activa usor cu umarul. are strapul usb magnetic care sper ca o va face mai greu de pierdut.   contra: durata mica de viata a bateriei, 7 ore teoretice (practic vreo 4-5) fata de cele 10 anterioare. nu m-a interesat, o incarc oricum si nu vorbesc atata pe ea. piesa in-ear de silicon f moale, se va rupe prob rapid.   concluzie: la 200 lei merita. mai mult nu as da.;2
